title,studio,domestic_gross,foreign_gross,year,movie_id,start_year,runtime_minutes,genres,averagerating,numvotes,production_budget,total_gross,worldwide_gross,roi,budget_tier,total_revenue
The Face of Love,IFC,350000.0,41100000.0,2014,tt1839642,2013,92.0,Drama,6.2,4710,4000000.0,41450000.0,41450000.0,9.3625,Low Budget(<$10M),41450000.0
The Face of Love,IFC,350000.0,41100000.0,2014,tt1839642,2013,92.0,Mystery,6.2,4710,4000000.0,41450000.0,41450000.0,9.3625,Low Budget(<$10M),41450000.0
The Face of Love,IFC,350000.0,41100000.0,2014,tt1839642,2013,92.0,Romance,6.2,4710,4000000.0,41450000.0,41450000.0,9.3625,Low Budget(<$10M),41450000.0
I Origins,FoxS,336000.0,41100000.0,2014,tt2884206,2014,106.0,Drama,7.4,104718,1000000.0,41436000.0,41436000.0,40.436,Low Budget(<$10M),41436000.0
I Origins,FoxS,336000.0,41100000.0,2014,tt2884206,2014,106.0,Romance,7.4,104718,1000000.0,41436000.0,41436000.0,40.436,Low Budget(<$10M),41436000.0
I Origins,FoxS,336000.0,41100000.0,2014,tt2884206,2014,106.0,Sci-Fi,7.4,104718,1000000.0,41436000.0,41436000.0,40.436,Low Budget(<$10M),41436000.0
Rudderless,Gold.,58300.0,41100000.0,2014,tt1798243,2014,105.0,Comedy,7.5,16303,5000000.0,41158300.0,41158300.0,7.23166,Low Budget(<$10M),41158300.0
Rudderless,Gold.,58300.0,41100000.0,2014,tt1798243,2014,105.0,Drama,7.5,16303,5000000.0,41158300.0,41158300.0,7.23166,Low Budget(<$10M),41158300.0
Rudderless,Gold.,58300.0,41100000.0,2014,tt1798243,2014,105.0,Music,7.5,16303,5000000.0,41158300.0,41158300.0,7.23166,Low Budget(<$10M),41158300.0
Two Night Stand,EOne,18600.0,41100000.0,2014,tt2140619,2014,86.0,Comedy,6.4,60510,1600000.0,41118600.0,41118600.0,24.699125,Low Budget(<$10M),41118600.0
Two Night Stand,EOne,18600.0,41100000.0,2014,tt2140619,2014,86.0,Romance,6.4,60510,1600000.0,41118600.0,41118600.0,24.699125,Low Budget(<$10M),41118600.0
13 Sins,RTWC,13800.0,41100000.0,2014,tt2059171,2014,93.0,Horror,6.3,29550,4000000.0,41113800.0,41113800.0,9.27845,Low Budget(<$10M),41113800.0
13 Sins,RTWC,13800.0,41100000.0,2014,tt2059171,2014,93.0,Thriller,6.3,29550,4000000.0,41113800.0,41113800.0,9.27845,Low Budget(<$10M),41113800.0
Camp X-Ray,IFC,13300.0,41100000.0,2014,tt2994190,2014,117.0,Drama,6.9,36700,1000000.0,41113300.0,41113300.0,40.1133,Low Budget(<$10M),41113300.0
Camp X-Ray,IFC,13300.0,41100000.0,2014,tt2994190,2014,117.0,War,6.9,36700,1000000.0,41113300.0,41113300.0,40.1133,Low Budget(<$10M),41113300.0
Wolves,KE,12100.0,41100000.0,2014,tt1403241,2014,91.0,Action,5.3,7312,18000000.0,41112100.0,41112100.0,1.2840055555555556,Mid Budget($10M-$25M),41112100.0
Wolves,KE,12100.0,41100000.0,2014,tt1403241,2014,91.0,Fantasy,5.3,7312,18000000.0,41112100.0,41112100.0,1.2840055555555556,Mid Budget($10M-$25M),41112100.0
Wolves,KE,12100.0,41100000.0,2014,tt1403241,2014,91.0,Horror,5.3,7312,18000000.0,41112100.0,41112100.0,1.2840055555555556,Mid Budget($10M-$25M),41112100.0
Wolves,KE,12100.0,41100000.0,2014,tt4623856,2016,109.0,Drama,5.6,884,18000000.0,41112100.0,41112100.0,1.2840055555555556,Mid Budget($10M-$25M),41112100.0
Wolves,KE,12100.0,41100000.0,2014,tt4623856,2016,109.0,Sport,5.6,884,18000000.0,41112100.0,41112100.0,1.2840055555555556,Mid Budget($10M-$25M),41112100.0
Falcon Rising,Free,11800.0,41100000.0,2014,tt2295722,2014,103.0,Action,5.8,6955,4500000.0,41111800.0,41111800.0,8.135955555555556,Low Budget(<$10M),41111800.0
Falcon Rising,Free,11800.0,41100000.0,2014,tt2295722,2014,103.0,Adventure,5.8,6955,4500000.0,41111800.0,41111800.0,8.135955555555556,Low Budget(<$10M),41111800.0
Anna,VE,4300.0,41100000.0,2014,tt1715336,2013,99.0,Drama,6.5,19733,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Anna,VE,4300.0,41100000.0,2014,tt1715336,2013,99.0,Mystery,6.5,19733,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Anna,VE,4300.0,41100000.0,2014,tt1715336,2013,99.0,Sci-Fi,6.5,19733,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Anna,VE,4300.0,41100000.0,2014,tt3673036,2015,96.0,Drama,6.8,106,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Anna,VE,4300.0,41100000.0,2014,tt3872918,2015,109.0,Crime,5.6,88,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Anna,VE,4300.0,41100000.0,2014,tt3872918,2015,109.0,Drama,5.6,88,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Anna,VE,4300.0,41100000.0,2014,tt3872918,2015,109.0,Thriller,5.6,88,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Anna,VE,4300.0,41100000.0,2014,tt4898888,2015,110.0,Drama,6.3,285,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Anna,VE,4300.0,41100000.0,2014,tt6118134,2016,142.0,Biography,5.0,37,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Anna,VE,4300.0,41100000.0,2014,tt6427854,2017,97.0,Horror,2.4,341,4357373.0,41104300.0,41104300.0,8.433275507972349,Low Budget(<$10M),41104300.0
Jurassic World,Uni.,652300000.0,41100000.0,2015,tt0369610,2015,124.0,Action,7.0,539338,215000000.0,693400000.0,693400000.0,2.2251162790697676,High Budget(>$25M),693400000.0
Jurassic World,Uni.,652300000.0,41100000.0,2015,tt0369610,2015,124.0,Adventure,7.0,539338,215000000.0,693400000.0,693400000.0,2.2251162790697676,High Budget(>$25M),693400000.0
Jurassic World,Uni.,652300000.0,41100000.0,2015,tt0369610,2015,124.0,Sci-Fi,7.0,539338,215000000.0,693400000.0,693400000.0,2.2251162790697676,High Budget(>$25M),693400000.0
Furious 7,Uni.,353000000.0,41100000.0,2015,tt2820852,2015,137.0,Action,7.2,335074,190000000.0,394100000.0,394100000.0,1.0742105263157895,High Budget(>$25M),394100000.0
Furious 7,Uni.,353000000.0,41100000.0,2015,tt2820852,2015,137.0,Crime,7.2,335074,190000000.0,394100000.0,394100000.0,1.0742105263157895,High Budget(>$25M),394100000.0
Furious 7,Uni.,353000000.0,41100000.0,2015,tt2820852,2015,137.0,Thriller,7.2,335074,190000000.0,394100000.0,394100000.0,1.0742105263157895,High Budget(>$25M),394100000.0
Avengers: Age of Ultron,BV,459000000.0,946400000.0,2015,tt2395427,2015,141.0,Action,7.3,665594,330600000.0,1405400000.0,1405400000.0,3.251058681185723,High Budget(>$25M),1405400000.0
Avengers: Age of Ultron,BV,459000000.0,946400000.0,2015,tt2395427,2015,141.0,Adventure,7.3,665594,330600000.0,1405400000.0,1405400000.0,3.251058681185723,High Budget(>$25M),1405400000.0
Avengers: Age of Ultron,BV,459000000.0,946400000.0,2015,tt2395427,2015,141.0,Sci-Fi,7.3,665594,330600000.0,1405400000.0,1405400000.0,3.251058681185723,High Budget(>$25M),1405400000.0
Minions,Uni.,336000000.0,823400000.0,2015,tt2293640,2015,91.0,Adventure,6.4,193917,74000000.0,1159400000.0,1159400000.0,14.667567567567568,High Budget(>$25M),1159400000.0
Minions,Uni.,336000000.0,823400000.0,2015,tt2293640,2015,91.0,Animation,6.4,193917,74000000.0,1159400000.0,1159400000.0,14.667567567567568,High Budget(>$25M),1159400000.0
Minions,Uni.,336000000.0,823400000.0,2015,tt2293640,2015,91.0,Comedy,6.4,193917,74000000.0,1159400000.0,1159400000.0,14.667567567567568,High Budget(>$25M),1159400000.0
Spectre,Sony,200100000.0,680600000.0,2015,tt2379713,2015,148.0,Action,6.8,352504,300000000.0,880700000.0,880700000.0,1.9356666666666666,High Budget(>$25M),880700000.0
Spectre,Sony,200100000.0,680600000.0,2015,tt2379713,2015,148.0,Adventure,6.8,352504,300000000.0,880700000.0,880700000.0,1.9356666666666666,High Budget(>$25M),880700000.0
Spectre,Sony,200100000.0,680600000.0,2015,tt2379713,2015,148.0,Thriller,6.8,352504,300000000.0,880700000.0,880700000.0,1.9356666666666666,High Budget(>$25M),880700000.0
Inside Out,BV,356500000.0,501100000.0,2015,tt1640486,2011,93.0,Crime,4.6,1566,175000000.0,857600000.0,857600000.0,3.9005714285714284,High Budget(>$25M),857600000.0
Inside Out,BV,356500000.0,501100000.0,2015,tt1640486,2011,93.0,Drama,4.6,1566,175000000.0,857600000.0,857600000.0,3.9005714285714284,High Budget(>$25M),857600000.0
Inside Out,BV,356500000.0,501100000.0,2015,tt2071483,2011,59.0,Family,7.3,15,175000000.0,857600000.0,857600000.0,3.9005714285714284,High Budget(>$25M),857600000.0
Inside Out,BV,356500000.0,501100000.0,2015,tt2096673,2015,95.0,Adventure,8.2,536181,175000000.0,857600000.0,857600000.0,3.9005714285714284,High Budget(>$25M),857600000.0
Inside Out,BV,356500000.0,501100000.0,2015,tt2096673,2015,95.0,Animation,8.2,536181,175000000.0,857600000.0,857600000.0,3.9005714285714284,High Budget(>$25M),857600000.0
Inside Out,BV,356500000.0,501100000.0,2015,tt2096673,2015,95.0,Comedy,8.2,536181,175000000.0,857600000.0,857600000.0,3.9005714285714284,High Budget(>$25M),857600000.0
Inside Out,BV,356500000.0,501100000.0,2015,tt2608638,2013,75.0,Biography,7.5,60,175000000.0,857600000.0,857600000.0,3.9005714285714284,High Budget(>$25M),857600000.0
Inside Out,BV,356500000.0,501100000.0,2015,tt2608638,2013,75.0,Documentary,7.5,60,175000000.0,857600000.0,857600000.0,3.9005714285714284,High Budget(>$25M),857600000.0
Inside Out,BV,356500000.0,501100000.0,2015,tt2608638,2013,75.0,History,7.5,60,175000000.0,857600000.0,857600000.0,3.9005714285714284,High Budget(>$25M),857600000.0
The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000.0,2015,tt1951266,2015,137.0,Action,6.6,252384,160000000.0,653400000.0,653400000.0,3.08375,High Budget(>$25M),653400000.0
The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000.0,2015,tt1951266,2015,137.0,Adventure,6.6,252384,160000000.0,653400000.0,653400000.0,3.08375,High Budget(>$25M),653400000.0
The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000.0,2015,tt1951266,2015,137.0,Sci-Fi,6.6,252384,160000000.0,653400000.0,653400000.0,3.08375,High Budget(>$25M),653400000.0
The Martian,Fox,228400000.0,401700000.0,2015,tt3659388,2015,144.0,Adventure,8.0,680116,108000000.0,630100000.0,630100000.0,4.83425925925926,High Budget(>$25M),630100000.0
The Martian,Fox,228400000.0,401700000.0,2015,tt3659388,2015,144.0,Drama,8.0,680116,108000000.0,630100000.0,630100000.0,4.83425925925926,High Budget(>$25M),630100000.0
The Martian,Fox,228400000.0,401700000.0,2015,tt3659388,2015,144.0,Sci-Fi,8.0,680116,108000000.0,630100000.0,630100000.0,4.83425925925926,High Budget(>$25M),630100000.0
Fifty Shades of Grey,Uni.,166200000.0,404800000.0,2015,tt2322441,2015,125.0,Drama,4.1,279126,40000000.0,571000000.0,571000000.0,13.275,High Budget(>$25M),571000000.0
Fifty Shades of Grey,Uni.,166200000.0,404800000.0,2015,tt2322441,2015,125.0,Romance,4.1,279126,40000000.0,571000000.0,571000000.0,13.275,High Budget(>$25M),571000000.0
Fifty Shades of Grey,Uni.,166200000.0,404800000.0,2015,tt2322441,2015,125.0,Thriller,4.1,279126,40000000.0,571000000.0,571000000.0,13.275,High Budget(>$25M),571000000.0
The Revenant,Fox,183600000.0,349300000.0,2015,tt1663202,2015,156.0,Action,8.0,621193,135000000.0,532900000.0,532900000.0,2.9474074074074075,High Budget(>$25M),532900000.0
The Revenant,Fox,183600000.0,349300000.0,2015,tt1663202,2015,156.0,Adventure,8.0,621193,135000000.0,532900000.0,532900000.0,2.9474074074074075,High Budget(>$25M),532900000.0
The Revenant,Fox,183600000.0,349300000.0,2015,tt1663202,2015,156.0,Biography,8.0,621193,135000000.0,532900000.0,532900000.0,2.9474074074074075,High Budget(>$25M),532900000.0
The Revenant,Fox,183600000.0,349300000.0,2015,tt3300078,2012,80.0,Horror,6.0,20,135000000.0,532900000.0,532900000.0,2.9474074074074075,High Budget(>$25M),532900000.0
Ant-Man,BV,180200000.0,339100000.0,2015,tt0478970,2015,117.0,Action,7.3,501213,130000000.0,519300000.0,519300000.0,2.9946153846153845,High Budget(>$25M),519300000.0
Ant-Man,BV,180200000.0,339100000.0,2015,tt0478970,2015,117.0,Adventure,7.3,501213,130000000.0,519300000.0,519300000.0,2.9946153846153845,High Budget(>$25M),519300000.0
Ant-Man,BV,180200000.0,339100000.0,2015,tt0478970,2015,117.0,Comedy,7.3,501213,130000000.0,519300000.0,519300000.0,2.9946153846153845,High Budget(>$25M),519300000.0
Hotel Transylvania 2,Sony,169700000.0,305100000.0,2015,tt2510894,2015,89.0,Animation,6.7,92905,80000000.0,474800000.0,474800000.0,4.935,High Budget(>$25M),474800000.0
Hotel Transylvania 2,Sony,169700000.0,305100000.0,2015,tt2510894,2015,89.0,Comedy,6.7,92905,80000000.0,474800000.0,474800000.0,4.935,High Budget(>$25M),474800000.0
Hotel Transylvania 2,Sony,169700000.0,305100000.0,2015,tt2510894,2015,89.0,Family,6.7,92905,80000000.0,474800000.0,474800000.0,4.935,High Budget(>$25M),474800000.0
San Andreas,WB (NL),155200000.0,318800000.0,2015,tt2126355,2015,114.0,Action,6.1,192750,110000000.0,474000000.0,474000000.0,3.309090909090909,High Budget(>$25M),474000000.0
San Andreas,WB (NL),155200000.0,318800000.0,2015,tt2126355,2015,114.0,Adventure,6.1,192750,110000000.0,474000000.0,474000000.0,3.309090909090909,High Budget(>$25M),474000000.0
San Andreas,WB (NL),155200000.0,318800000.0,2015,tt2126355,2015,114.0,Drama,6.1,192750,110000000.0,474000000.0,474000000.0,3.309090909090909,High Budget(>$25M),474000000.0
Kingsman: The Secret Service,Fox,128300000.0,286100000.0,2015,tt2802144,2014,129.0,Action,7.7,544510,94000000.0,414400000.0,414400000.0,3.4085106382978725,High Budget(>$25M),414400000.0
Kingsman: The Secret Service,Fox,128300000.0,286100000.0,2015,tt2802144,2014,129.0,Adventure,7.7,544510,94000000.0,414400000.0,414400000.0,3.4085106382978725,High Budget(>$25M),414400000.0
Kingsman: The Secret Service,Fox,128300000.0,286100000.0,2015,tt2802144,2014,129.0,Comedy,7.7,544510,94000000.0,414400000.0,414400000.0,3.4085106382978725,High Budget(>$25M),414400000.0
Mad Max: Fury Road,WB,153600000.0,224800000.0,2015,tt1392190,2015,120.0,Action,8.1,780910,150000000.0,378400000.0,378400000.0,1.5226666666666666,High Budget(>$25M),378400000.0
Mad Max: Fury Road,WB,153600000.0,224800000.0,2015,tt1392190,2015,120.0,Adventure,8.1,780910,150000000.0,378400000.0,378400000.0,1.5226666666666666,High Budget(>$25M),378400000.0
Mad Max: Fury Road,WB,153600000.0,224800000.0,2015,tt1392190,2015,120.0,Sci-Fi,8.1,780910,150000000.0,378400000.0,378400000.0,1.5226666666666666,High Budget(>$25M),378400000.0
The Good Dinosaur,BV,123100000.0,209100000.0,2015,tt1979388,2015,93.0,Adventure,6.7,91465,187500000.0,332200000.0,332200000.0,0.7717333333333334,High Budget(>$25M),332200000.0
The Good Dinosaur,BV,123100000.0,209100000.0,2015,tt1979388,2015,93.0,Animation,6.7,91465,187500000.0,332200000.0,332200000.0,0.7717333333333334,High Budget(>$25M),332200000.0
The Good Dinosaur,BV,123100000.0,209100000.0,2015,tt1979388,2015,93.0,Comedy,6.7,91465,187500000.0,332200000.0,332200000.0,0.7717333333333334,High Budget(>$25M),332200000.0
Taken 3,Fox,89300000.0,237200000.0,2015,tt2446042,2014,108.0,Action,6.0,165072,48000000.0,326500000.0,326500000.0,5.802083333333333,High Budget(>$25M),326500000.0
Taken 3,Fox,89300000.0,237200000.0,2015,tt2446042,2014,108.0,Thriller,6.0,165072,48000000.0,326500000.0,326500000.0,5.802083333333333,High Budget(>$25M),326500000.0
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000.0,2015,tt2279373,2015,92.0,Adventure,6.0,43560,74000000.0,325200000.0,325200000.0,3.3945945945945946,High Budget(>$25M),325200000.0
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000.0,2015,tt2279373,2015,92.0,Animation,6.0,43560,74000000.0,325200000.0,325200000.0,3.3945945945945946,High Budget(>$25M),325200000.0
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000.0,2015,tt2279373,2015,92.0,Comedy,6.0,43560,74000000.0,325200000.0,325200000.0,3.3945945945945946,High Budget(>$25M),325200000.0
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000.0,2015,tt4046784,2015,131.0,Action,6.3,201143,61000000.0,312300000.0,312300000.0,4.119672131147541,High Budget(>$25M),312300000.0
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000.0,2015,tt4046784,2015,131.0,Sci-Fi,6.3,201143,61000000.0,312300000.0,312300000.0,4.119672131147541,High Budget(>$25M),312300000.0
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000.0,2015,tt4046784,2015,131.0,Thriller,6.3,201143,61000000.0,312300000.0,312300000.0,4.119672131147541,High Budget(>$25M),312300000.0
Pitch Perfect 2,Uni.,184300000.0,103200000.0,2015,tt2848292,2015,115.0,Comedy,6.4,130692,29000000.0,287500000.0,287500000.0,8.913793103448276,High Budget(>$25M),287500000.0
Pitch Perfect 2,Uni.,184300000.0,103200000.0,2015,tt2848292,2015,115.0,Music,6.4,130692,29000000.0,287500000.0,287500000.0,8.913793103448276,High Budget(>$25M),287500000.0
Paddington,W/Dim.,76300000.0,191800000.0,2015,tt1109624,2014,95.0,Adventure,7.2,84679,55000000.0,268100000.0,268100000.0,3.8745454545454545,High Budget(>$25M),268100000.0
Paddington,W/Dim.,76300000.0,191800000.0,2015,tt1109624,2014,95.0,Comedy,7.2,84679,55000000.0,268100000.0,268100000.0,3.8745454545454545,High Budget(>$25M),268100000.0
Paddington,W/Dim.,76300000.0,191800000.0,2015,tt1109624,2014,95.0,Family,7.2,84679,55000000.0,268100000.0,268100000.0,3.8745454545454545,High Budget(>$25M),268100000.0
The Peanuts Movie,Fox,130199999.0,116100000.0,2015,tt2452042,2015,88.0,Adventure,7.1,39149,99000000.0,246299999.0,246299999.0,1.4878787777777778,High Budget(>$25M),246299999.0
The Peanuts Movie,Fox,130199999.0,116100000.0,2015,tt2452042,2015,88.0,Animation,7.1,39149,99000000.0,246299999.0,246299999.0,1.4878787777777778,High Budget(>$25M),246299999.0
The Peanuts Movie,Fox,130199999.0,116100000.0,2015,tt2452042,2015,88.0,Comedy,7.1,39149,99000000.0,246299999.0,246299999.0,1.4878787777777778,High Budget(>$25M),246299999.0
Pixels,Sony,78700000.0,166100000.0,2015,tt1664775,2010,100.0,Action,4.6,54,90000000.0,244800000.0,244800000.0,1.72,High Budget(>$25M),244800000.0
Pixels,Sony,78700000.0,166100000.0,2015,tt1664775,2010,100.0,Comedy,4.6,54,90000000.0,244800000.0,244800000.0,1.72,High Budget(>$25M),244800000.0
Pixels,Sony,78700000.0,166100000.0,2015,tt2120120,2015,105.0,Action,5.6,119789,90000000.0,244800000.0,244800000.0,1.72,High Budget(>$25M),244800000.0
Pixels,Sony,78700000.0,166100000.0,2015,tt2120120,2015,105.0,Comedy,5.6,119789,90000000.0,244800000.0,244800000.0,1.72,High Budget(>$25M),244800000.0
Pixels,Sony,78700000.0,166100000.0,2015,tt2120120,2015,105.0,Sci-Fi,5.6,119789,90000000.0,244800000.0,244800000.0,1.72,High Budget(>$25M),244800000.0
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000.0,2015,tt2974918,2015,92.0,Adventure,5.1,14507,90000000.0,234800000.0,234800000.0,1.6088888888888888,High Budget(>$25M),234800000.0
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000.0,2015,tt2974918,2015,92.0,Animation,5.1,14507,90000000.0,234800000.0,234800000.0,1.6088888888888888,High Budget(>$25M),234800000.0
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000.0,2015,tt2974918,2015,92.0,Comedy,5.1,14507,90000000.0,234800000.0,234800000.0,1.6088888888888888,High Budget(>$25M),234800000.0
Ted 2,Uni.,81500000.0,135200000.0,2015,tt2637276,2015,115.0,Comedy,6.3,165843,68000000.0,216700000.0,216700000.0,2.1867647058823527,High Budget(>$25M),216700000.0
Tomorrowland,BV,93400000.0,115700000.0,2015,tt1964418,2015,130.0,Action,6.4,161343,170000000.0,209100000.0,209100000.0,0.23,High Budget(>$25M),209100000.0
Tomorrowland,BV,93400000.0,115700000.0,2015,tt1964418,2015,130.0,Adventure,6.4,161343,170000000.0,209100000.0,209100000.0,0.23,High Budget(>$25M),209100000.0
Tomorrowland,BV,93400000.0,115700000.0,2015,tt1964418,2015,130.0,Family,6.4,161343,170000000.0,209100000.0,209100000.0,0.23,High Budget(>$25M),209100000.0
Tomorrowland,BV,93400000.0,115700000.0,2015,tt7728220,2017,70.0,Documentary,6.3,7,170000000.0,209100000.0,209100000.0,0.23,High Budget(>$25M),209100000.0
Straight Outta Compton,Uni.,161200000.0,40400000.0,2015,tt1398426,2015,147.0,Biography,7.9,165307,28000000.0,201600000.0,201600000.0,6.2,High Budget(>$25M),201600000.0
Straight Outta Compton,Uni.,161200000.0,40400000.0,2015,tt1398426,2015,147.0,Drama,7.9,165307,28000000.0,201600000.0,201600000.0,6.2,High Budget(>$25M),201600000.0
Straight Outta Compton,Uni.,161200000.0,40400000.0,2015,tt1398426,2015,147.0,History,7.9,165307,28000000.0,201600000.0,201600000.0,6.2,High Budget(>$25M),201600000.0
The Intern,WB,75800000.0,118800000.0,2015,tt2361509,2015,121.0,Comedy,7.1,191494,40000000.0,194600000.0,194600000.0,3.865,High Budget(>$25M),194600000.0
The Intern,WB,75800000.0,118800000.0,2015,tt2361509,2015,121.0,Drama,7.1,191494,40000000.0,194600000.0,194600000.0,3.865,High Budget(>$25M),194600000.0
Jupiter Ascending,WB,47400000.0,136600000.0,2015,tt1617661,2015,127.0,Action,5.3,166327,179000000.0,184000000.0,184000000.0,0.027932960893854747,High Budget(>$25M),184000000.0
Jupiter Ascending,WB,47400000.0,136600000.0,2015,tt1617661,2015,127.0,Adventure,5.3,166327,179000000.0,184000000.0,184000000.0,0.027932960893854747,High Budget(>$25M),184000000.0
Jupiter Ascending,WB,47400000.0,136600000.0,2015,tt1617661,2015,127.0,Sci-Fi,5.3,166327,179000000.0,184000000.0,184000000.0,0.027932960893854747,High Budget(>$25M),184000000.0
Creed,WB (NL),109800000.0,63800000.0,2015,tt1632705,2010,77.0,Horror,6.6,12,37000000.0,173600000.0,173600000.0,3.691891891891892,High Budget(>$25M),173600000.0
Creed,WB (NL),109800000.0,63800000.0,2015,tt3076658,2015,133.0,Drama,7.6,224671,37000000.0,173600000.0,173600000.0,3.691891891891892,High Budget(>$25M),173600000.0
Creed,WB (NL),109800000.0,63800000.0,2015,tt3076658,2015,133.0,Sport,7.6,224671,37000000.0,173600000.0,173600000.0,3.691891891891892,High Budget(>$25M),173600000.0
Creed,WB (NL),109800000.0,63800000.0,2015,tt4354930,2016,80.0,Crime,5.8,25,37000000.0,173600000.0,173600000.0,3.691891891891892,High Budget(>$25M),173600000.0
Creed,WB (NL),109800000.0,63800000.0,2015,tt4354930,2016,80.0,Drama,5.8,25,37000000.0,173600000.0,173600000.0,3.691891891891892,High Budget(>$25M),173600000.0
Fantastic Four,Fox,56100000.0,111900000.0,2015,tt1502712,2015,100.0,Action,4.3,140148,120000000.0,168000000.0,168000000.0,0.4,High Budget(>$25M),168000000.0
Fantastic Four,Fox,56100000.0,111900000.0,2015,tt1502712,2015,100.0,Adventure,4.3,140148,120000000.0,168000000.0,168000000.0,0.4,High Budget(>$25M),168000000.0
Fantastic Four,Fox,56100000.0,111900000.0,2015,tt1502712,2015,100.0,Drama,4.3,140148,120000000.0,168000000.0,168000000.0,0.4,High Budget(>$25M),168000000.0
Fantastic Four,Fox,56100000.0,111900000.0,2015,tt1502712,2015,100.0,Action,4.3,140148,87500000.0,168000000.0,168000000.0,0.92,High Budget(>$25M),168000000.0
Fantastic Four,Fox,56100000.0,111900000.0,2015,tt1502712,2015,100.0,Adventure,4.3,140148,87500000.0,168000000.0,168000000.0,0.92,High Budget(>$25M),168000000.0
Fantastic Four,Fox,56100000.0,111900000.0,2015,tt1502712,2015,100.0,Drama,4.3,140148,87500000.0,168000000.0,168000000.0,0.92,High Budget(>$25M),168000000.0
Bridge of Spies,BV,72300000.0,93200000.0,2015,tt3682448,2015,142.0,Drama,7.6,263004,40000000.0,165500000.0,165500000.0,3.1375,High Budget(>$25M),165500000.0
Bridge of Spies,BV,72300000.0,93200000.0,2015,tt3682448,2015,142.0,History,7.6,263004,40000000.0,165500000.0,165500000.0,3.1375,High Budget(>$25M),165500000.0
Bridge of Spies,BV,72300000.0,93200000.0,2015,tt3682448,2015,142.0,Thriller,7.6,263004,40000000.0,165500000.0,165500000.0,3.1375,High Budget(>$25M),165500000.0
The Hateful Eight,Wein.,54100000.0,101600000.0,2015,tt3460252,2015,168.0,Crime,7.8,434966,62000000.0,155700000.0,155700000.0,1.511290322580645,High Budget(>$25M),155700000.0
The Hateful Eight,Wein.,54100000.0,101600000.0,2015,tt3460252,2015,168.0,Drama,7.8,434966,62000000.0,155700000.0,155700000.0,1.511290322580645,High Budget(>$25M),155700000.0
The Hateful Eight,Wein.,54100000.0,101600000.0,2015,tt3460252,2015,168.0,Mystery,7.8,434966,62000000.0,155700000.0,155700000.0,1.511290322580645,High Budget(>$25M),155700000.0
Goosebumps,Sony,80100000.0,70100000.0,2015,tt1051904,2015,103.0,Adventure,6.3,72858,58000000.0,150200000.0,150200000.0,1.589655172413793,High Budget(>$25M),150200000.0
Goosebumps,Sony,80100000.0,70100000.0,2015,tt1051904,2015,103.0,Comedy,6.3,72858,58000000.0,150200000.0,150200000.0,1.589655172413793,High Budget(>$25M),150200000.0
Goosebumps,Sony,80100000.0,70100000.0,2015,tt1051904,2015,103.0,Family,6.3,72858,58000000.0,150200000.0,150200000.0,1.589655172413793,High Budget(>$25M),150200000.0
The Last Witch Hunter,LG/S,27400000.0,119600000.0,2015,tt1618442,2015,106.0,Action,6.0,86118,80000000.0,147000000.0,147000000.0,0.8375,High Budget(>$25M),147000000.0
The Last Witch Hunter,LG/S,27400000.0,119600000.0,2015,tt1618442,2015,106.0,Adventure,6.0,86118,80000000.0,147000000.0,147000000.0,0.8375,High Budget(>$25M),147000000.0
The Last Witch Hunter,LG/S,27400000.0,119600000.0,2015,tt1618442,2015,106.0,Fantasy,6.0,86118,80000000.0,147000000.0,147000000.0,0.8375,High Budget(>$25M),147000000.0
Trainwreck,Uni.,110200000.0,30600000.0,2015,tt3152624,2015,125.0,Comedy,6.2,121860,35000000.0,140800000.0,140800000.0,3.0228571428571427,High Budget(>$25M),140800000.0
Trainwreck,Uni.,110200000.0,30600000.0,2015,tt3152624,2015,125.0,Drama,6.2,121860,35000000.0,140800000.0,140800000.0,3.0228571428571427,High Budget(>$25M),140800000.0
